별점,리뷰,날짜
4,서울 대비 풍성하고 맛있습니다. 한번 와 볼만 합니다.,1년 전
3,"크게 기대하지않았는데 내장류 비린내가 저랑은 안맞았습니다
다른건 먹을만했어요",3년 전
5,음식이 전체적으로 다 맛있습니다,2년 전
5,친절하시고 음식 퀄리티도 좋아요!!,4년 전
3,여행객이나 외지인들이 많이오는 다찌음식점인 것 같습니다.,1년 전
5,다양한 해산물 푸짐하게 맛 볼수 있어요.,4년 전
5,가격은 나가지만 맛있는 곳.,3년 전
5,깔끔하고 요리도 맛있고 친절하고 너무 잘 먹고 왔어요~,2년 전
5,맛도 좋고 음식종류도 신선하고 좋았습니다. 평일  이라 예약하고 갔는데도 테이블에 손님들이 꽉 차 있었습니다. 알쓸신잡에 나온 홀만 비어 있었구요. 술이나 음료수를 고르면 안주가 나오는데 20가지 정도가 나왔어요. 나중에는 세지도 못했는데 예상보다 맛있고 배도 불렀습니다. 근처 공영주차장에 차를 대고 가게를 찾아갔어요. 가게가 앞 커피집 건물 뒤 얼핏보면 찾기 어려운 곳에 있지만 커피건물 위쪽에 간판이 붙어 있어서 찾기는 크게 어렵지 않았습니다.,6년 전
4,"점심 비빔밥 12000 통영식나물밥, 말린생선찜.좋아요 저녁은 별로임",3년 전
5,음식 맛있음. 서비스도 만족. 다찌집 문화를 잘 체험.,1년 전
4,"깔끔하게 꾸며진 집,,,
친구추천으로갔는데 깔끔해서 좋다,,",4년 전
4,"기존 다찌 집들과는 다르게 깔끔하고, 모던한 느낌. 가격이 높고 이용시간이 두시간으로 제한되어있으나 청결을 선호할 경우 추천.
로컬 느낌을 희망할 경우 인근 다찌 집들을 추천",1년 전
5,코스별로 차분하게 나오면 음식 나올때마다 종업원이 설명을 해주어  좋았어요,4년 전
5,"윗분들과 같이 갔는데 아주 좋아하십니다.
직장 생활이 한결 수월해질 것 같습니다.",5년 전
5,알•쓸•신•잡의 촬영지 이중섭골목에 위치한 다찌집 줄서서 먹어욘♡^0^♡,7년 전
1,"여행길에  통영 다찌가유명하대서검색하니 이가게가 맨앞에 뜨길래다녀왔는데. 영 아니였음..실망...
십만원을주고먹을가치는 없음
여행자들이. 마니속을듯..
대체적으로 신선하지않았음....
다찌는 이집이 아닌것 확실함",1년 전
5,다찌 중에 가장 추천해서 갔는데 기대 이상 이었어요,5년 전
5,점심정식 먹었는데 반찬 하나하나 모두 정갈하고 맛있었습니다,2년 전
5,1인당 4만원에 이거 실화임?,7년 전
5,맛도 가격도 친절도 최고,7년 전
